category,genre_id,rank,app_id,name,developer_rss,url_rss,rating,ratings_count,price,description
Shopping,6024,18,626805470,MAF Carrefour Online Shopping,MAF HYPERMARKETS (AL SHANDAGHA BR),,,,,
Shopping,6024,19,6478403838,Chase Value Loyalty,Omer Farooq,,,,,
Shopping,6024,20,1353366258,elo Shopping App,Umar Qamar,,,,,
Shopping,6024,21,547951480,ZARA,"Industria de Diseno Textil, S.A.",https://apps.apple.com/pk/app/zara/id547951480?uo=2,,,,
Shopping,6024,22,1044283059,拼多多 - 多多买菜，百亿补贴,上海寻梦信息技术有限公司,https://apps.apple.com/pk/app/%E6%8B%BC%E5%A4%9A%E5%A4%9A-%E5%A4%9A%E5%A4%9A%E4%B9%B0%E8%8F%9C-%E7%99%BE%E4%BA%BF%E8%A1%A5%E8%B4%B4/id1044283059?uo=2,,,,
Shopping,6024,23,1606614674,Al Fatah Online,Muhammad Sheikh,,,,,
Shopping,6024,24,6749748675,"GLBX:""GOLDBOX""",GOLD BOX E TRADING (PRIVATE) LIMITED,https://apps.apple.com/pk/app/glbx-goldbox/id6749748675?uo=2,,,,
Shopping,6024,25,840127349,Namshi - Online Fashion Store,Namshi LLC,,,,,
Shopping,6024,26,477128284,"Etsy: Shop Home, Style & More","Etsy, Inc.",,,,,
Shopping,6024,27,6468951173,Alifshop Pakistan,Alif Moliya LLC,,,,,
Shopping,6024,28,1161310479,Centrepoint online shopping,Landmark Group,,,,,
Shopping,6024,29,6470269226,Dream Dubai,DXBeyond LLC,https://apps.apple.com/pk/app/dream-dubai/id6470269226?uo=2,,,,
Shopping,6024,30,1161312751,Max Fashion - ماكس فاشون,Landmark Group,https://apps.apple.com/pk/app/max-fashion-%D9%85%D8%A7%D9%83%D8%B3-%D9%81%D8%A7%D8%B4%D9%88%D9%86/id1161312751?uo=2,,,,
Shopping,6024,31,1626080592,Markaz Supplier,MARKAZ TECHNOLOGIES (PRIVATE) LIMITED,,,,,
Shopping,6024,32,554038220,Made-in-China B2B Trade App,"Focus Technology Co.,Ltd",,,,,
Shopping,6024,33,1262899618,Metro Online.,Rubab Zaidi,https://apps.apple.com/pk/app/metro-online/id1262899618?uo=2,,,,
Shopping,6024,34,6467872664,Naheed.pk Online Shopping App,Naheed.pk,,,,,
Shopping,6024,35,6751234427,DealCart,DealCart,https://apps.apple.com/pk/app/dealcart/id6751234427?uo=2,,,,
Shopping,6024,36,1534619962,Etsy Seller: Manage Your Shop,"Etsy, Inc.",,,,,
Shopping,6024,37,1157403562,Splash Online - سبلاش اون لاين,Landmark Group,,,,,
Shopping,6024,38,1445040108,H&M MENA - Shop Fashion Online,H&M,,,,,
Shopping,6024,39,6740034932,Dhoond,Card Technologies (Private) Limited,https://apps.apple.com/pk/app/dhoond/id6740034932?uo=2,,,,
Shopping,6024,40,1450835575,LIFE Pharmacy,LIFE HOME HEALTH CARE,https://apps.apple.com/pk/app/life-pharmacy/id1450835575?uo=2,,,,
Shopping,6024,41,1161311546,Home Centre - هوم سنتر,Landmark Group,https://apps.apple.com/pk/app/home-centre-%D9%87%D9%88%D9%85-%D8%B3%D9%86%D8%AA%D8%B1/id1161311546?uo=2,,,,
Shopping,6024,42,1523461712,Outfitters Pakistan,Alchemative (SMC-PVT) LTD,,,,,
Shopping,6024,43,1039840915,Brands For Less - Shopping App,Brands For Less,,,,,
Shopping,6024,44,868704084,النهدي - Nahdi,Al Nahdi Medical Company,https://apps.apple.com/pk/app/%D8%A7%D9%84%D9%86%D9%87%D8%AF%D9%8A-nahdi/id868704084?uo=2,,,,
Shopping,6024,45,414245413,京东-又好又便宜,"Beijing Jingdong Century Trading Co., Ltd.",,,,,
Shopping,6024,46,507097717,1688- B2B Market,杭州阿里巴巴广告有限公司,,,,,
Shopping,6024,47,1370217070,6thStreet.com,6thStreet.com,https://apps.apple.com/pk/app/6thstreet-com/id1370217070?uo=2,,,,
Shopping,6024,48,1119311709,GrocerApp - Online Grocery,GrocerApp,,,,,
Shopping,6024,49,690602681,JD Sports,JD Sports Fashion Plc,,,,,
Shopping,6024,50,1619137755,Al-Naseeb,Sheharyar Asim,,,,,
